,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category,Level I,Level II,Level III,Level IV
21,Lenox Hill,40.76811266,-73.95885969,Pizza Park,40.764305366781066,-73.95850301312845,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
22,Lenox Hill,40.76811266,-73.95885969,La Crosta Restaurant & Gourmet Pizzeria,40.76712542095526,-73.95433751846889,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
23,Lenox Hill,40.76811266,-73.95885969,Oath Pizza,40.76637282793264,-73.96312524179484,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
24,Roosevelt Island,40.76215961,-73.94916769,Piccolo Pizza,40.75896413259843,-73.95273370882775,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
25,Upper West Side,40.787658,-73.97705924,Motorino,40.78558623374228,-73.9728424861288,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
26,Upper West Side,40.787658,-73.97705924,Made In New York Pizza,40.783857,-73.977491,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
27,Lincoln Square,40.77352889,-73.98533777,Peperino,40.772653999999996,-73.99104200000001,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
28,Clinton,40.75910089,-73.99611936,Capizzi,40.75731207195727,-73.99346864470769,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
29,Clinton,40.75910089,-73.99611936,Claudio Pizzeria Ristorante,40.76036816979472,-73.99499084122421,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
30,Midtown,40.7546911,-73.98166883,Stone Bridge Pizza & Salad,40.75258576493562,-73.98045903500676,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
31,Midtown,40.7546911,-73.98166883,Joe's Pizza,40.75467949999999,-73.9870291,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
32,Midtown,40.7546911,-73.98166883,Roberta's,40.754464675476605,-73.97693935372077,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
33,Murray Hill,40.74830308,-73.97833208,Garlic New York Pizza Bar,40.74506817594747,-73.97566605746329,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
34,Murray Hill,40.74830308,-73.97833208,Vezzo Thin Crust Pizza,40.74450945040422,-73.98117652160661,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
35,Murray Hill,40.74830308,-73.97833208,Rocky's Pizzeria,40.74438773517433,-73.97621099437404,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
36,Chelsea,40.74403471,-74.00311633,Lions & Tigers & Squares,40.745226040265926,-73.9982369220465,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
37,Chelsea,40.74403471,-74.00311633,Artichoke Basille's Pizza & Bar,40.743986199434815,-74.00666236380273,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
38,Greenwich Village,40.72693289,-73.99991403,Emmett's,40.7274983176922,-74.00272417026547,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
39,East Village,40.72784678,-73.98222617,Baker's Pizza,40.729359365887,-73.9811407089682,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
40,East Village,40.72784678,-73.98222617,Joe & Pat's Pizzeria and Restaurant,40.728916201906465,-73.98405621371711,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
41,East Village,40.72784678,-73.98222617,Village Square Pizza,40.72746410480142,-73.98251488833887,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
42,East Village,40.72784678,-73.98222617,Motorino,40.73016173279871,-73.98393602503445,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
43,East Village,40.72784678,-73.98222617,Luzzo's,40.73056492935832,-73.98319149074905,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
44,Lower East Side,40.71780675,-73.98089032,A-1 Pizza,40.71450323668381,-73.98166194029804,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
45,Little Italy,40.71932379,-73.99730467,Pasquale Jones,40.721078399999996,-73.9967554,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
46,Little Italy,40.71932379,-73.99730467,Manero’s Pizza,40.717627,-73.99847199999998,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
47,Soho,40.72218384,-74.00065667,Pasquale Jones,40.721078399999996,-73.9967554,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
48,West Village,40.73443394,-74.00617998,Bleecker Street Pizza,40.73226793926731,-74.00358913751454,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
49,West Village,40.73443394,-74.00617998,John's of Bleecker Street,40.731731667516506,-74.0032673491852,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
50,West Village,40.73443394,-74.00617998,Kesté Pizza & Vino,40.731542,-74.002953,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
51,Manhattan Valley,40.79730704,-73.96428618,Mama's Too,40.800779999999996,-73.967626,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
52,Manhattan Valley,40.79730704,-73.96428618,Sal & Carmine's Pizza,40.79834700975136,-73.96913445406284,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
53,Morningside Heights,40.80799974,-73.96389628,Koronet Pizza,40.80450924137849,-73.9664393672695,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
54,Gramercy,40.73720983,-73.98137595,Posto,40.7347365279656,-73.98304938438655,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
55,Gramercy,40.73720983,-73.98137595,Frank's Trattoria,40.736031128715204,-73.97915989751004,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
56,Gramercy,40.73720983,-73.98137595,Lunetta Pizza,40.736933828761025,-73.98448861419814,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
57,Gramercy,40.73720983,-73.98137595,La Vera Pizzeria,40.740574230651845,-73.981948256706,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
58,Battery Park City,40.71193198,-74.01686931,Sauce & Barrel,40.70820089513548,-74.01433537679894,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
59,Financial District,40.70710711,-74.01066545,Neapolitan Express,40.70690829999999,-74.0096853,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
60,Financial District,40.70710711,-74.01066545,&pizza,40.706615,-74.009943,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
61,Financial District,40.70710711,-74.01066545,Adrienne's Pizza Bar,40.704348091685645,-74.01022261314715,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
62,Financial District,40.70710711,-74.01066545,Joe’s Pizza,40.71031775378812,-74.00769390169111,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
63,Carnegie Hill,40.78268257,-73.95325647,Marinara Pizza Upper East,40.78253758056964,-73.953358724926,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
64,Carnegie Hill,40.78268257,-73.95325647,San Matteo Pizza Espresso Bar,40.780383,-73.950125,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
65,Noho,40.72325902,-73.98843368,Emmy Squared,40.72586676457121,-73.98663786068168,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
66,Noho,40.72325902,-73.98843368,Double Zero,40.72610826388715,-73.98980624666207,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
67,Noho,40.72325902,-73.98843368,Sauce Pizzeria,40.720368,-73.98883000000001,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
68,Noho,40.72325902,-73.98843368,99¢ Fresh Pizza,40.72637573745666,-73.9893380436357,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
69,Noho,40.72325902,-73.98843368,Champion Pizza - Ludlow,40.719190496495145,-73.98884975757942,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
70,Midtown South,40.74850966,-73.98871313,&pizza,40.74520457937066,-73.98823142051697,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
71,Midtown South,40.74850966,-73.98871313,Waldy’s Wood Fired Pizza & Penne,40.745583,-73.990768,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
72,Sutton Place,40.76028033,-73.96355614,Brooklyn Pizza Masters,40.758647,-73.963041,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
73,Sutton Place,40.76028033,-73.96355614,Sofia Pizza Shoppe,40.756591,-73.964412,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
74,Tudor City,40.74691741,-73.97121929,Garlic New York Pizza Bar,40.74506817594747,-73.97566605746329,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
75,Tudor City,40.74691741,-73.97121929,Libretto's Pizzeria,40.74719639199413,-73.97708928955791,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
76,Flatiron,40.73967305,-73.99094711,Champion Pizza,40.73607750120755,-73.99378180875244,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
77,JC07302,40.721602,-74.04703,Porta,40.720198739693096,-74.04366143023262,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
78,JC07302,40.721602,-74.04703,Tony Boloney’s,40.72143300000001,-74.042858,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
79,JC07302,40.721602,-74.04703,Two Boots,40.72023342825502,-74.04347038510693,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
80,JC07302,40.721602,-74.04703,Razza Pizza Artiginale,40.71770778528861,-74.04410129530353,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
81,JC07304,40.716452,-74.07253,Papa John's Pizza,40.715793,-74.067901,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
82,JC07304,40.716452,-74.07253,Roma Pizzeria,40.71901976704382,-74.07153621737498,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
83,JC07306,40.733751,-74.06582,Singas Famous Pizza,40.735913869164904,-74.06676055045433,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
84,JC07306,40.733751,-74.06582,3 Guys From Italy,40.7316886547702,-74.06500535414105,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
85,JC07307,40.748001,-74.04943,Gino's Pizzeria & Restaurant,40.747899203714674,-74.0481333704728,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
86,JC07307,40.748001,-74.04943,Pizza Masters,40.74436408859118,-74.05054854663443,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
87,JC07307,40.748001,-74.04943,Papa John's Pizza,40.746426,-74.04881,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
88,JC07307,40.748001,-74.04943,Little Caesars Pizza,40.748563,-74.047291,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
89,JC07310,40.731901,-74.0402,Pizza Hut Express,40.732468700000005,-74.035848,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
90,JC07310,40.731901,-74.0402,Papa John's Pizza,40.73261526137694,-74.03758436690373,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
91,Hoboken,40.744851,-74.03294,Dozzino,40.74461204537549,-74.0356316258318,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
92,Hoboken,40.744851,-74.03294,Benny Tudino's,40.74419827547744,-74.02889639843647,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
93,Hoboken,40.744851,-74.03294,Grimaldi's,40.741674069086216,-74.02957750973907,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
94,Hoboken,40.744851,-74.03294,Mario's Classic Pizza Café,40.74636362311963,-74.03015162892913,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
95,Hoboken,40.744851,-74.03294,H&S Giovanni's,40.74350821413454,-74.02901687177996,Pizza Place,Food,Pizza Place,Pizza Place,Pizza Place
96,Marble Hill,40.87655078,-73.91065966,Bikram Yoga,40.87684369079794,-73.90620384419528,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
97,Chinatown,40.71561842,-73.99427936,Sky Ting Yoga,40.715352,-73.992666,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
98,Inwood,40.86768396,-73.92121042,Bread and Yoga,40.8682294804136,-73.91802773071818,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
99,Hamilton Heights,40.82360428,-73.94968792,Bikram Yoga Harlem,40.825671765134324,-73.9488869666513,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
100,Hamilton Heights,40.82360428,-73.94968792,Brahman Yoga Studio,40.82531930121826,-73.94784807016127,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
101,Upper East Side,40.77563857,-73.96050763,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
102,Upper East Side,40.77563857,-73.96050763,Bode NYC - Upper East Side,40.77698962016997,-73.95568443736269,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
103,Upper East Side,40.77563857,-73.96050763,CorePower Yoga,40.7784805,-73.9561277,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
104,Lenox Hill,40.76811266,-73.95885969,House of Jai Yoga,40.77011454129129,-73.9542507561448,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
105,Upper West Side,40.787658,-73.97705924,NY Loves Yoga,40.78520461497391,-73.97516970544969,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
106,Lincoln Square,40.77352889,-73.98533777,CorePower Yoga,40.77686144279877,-73.9818026887538,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
107,Murray Hill,40.74830308,-73.97833208,mang'Oh yoga,40.74744599731651,-73.97261360843909,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
108,Greenwich Village,40.72693289,-73.99991403,Sacred Sounds Yoga,40.728637719167146,-74.00011526297406,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
109,Lower East Side,40.71780675,-73.98089032,Stanton Street Yoga,40.719907873983644,-73.98311496524775,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
110,Tribeca,40.72152197,-74.01068329,Yoga Vida,40.72284981837964,-74.01069167321106,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
111,Soho,40.72218384,-74.00065667,SKY TING YOGA,40.718124153693154,-74.00305076100503,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
112,Manhattan Valley,40.79730704,-73.96428618,Yoga To The People,40.79958793827724,-73.96819700736744,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
113,Manhattan Valley,40.79730704,-73.96428618,Life in Motion: Yoga Cycling Barre,40.80051468505158,-73.96791041268004,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
114,Gramercy,40.73720983,-73.98137595,Reflections Center for Conscious Living & Yoga,40.739050278714906,-73.98148705717242,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
115,Financial District,40.70710711,-74.01066545,Bikram Yoga Downtown,40.71002112063209,-74.00722394292328,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
116,Carnegie Hill,40.78268257,-73.95325647,Five Pillars Yoga,40.784819289811395,-73.95605383580587,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
117,Carnegie Hill,40.78268257,-73.95325647,Pure Yoga East,40.77872347864472,-73.95377186715456,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
118,Carnegie Hill,40.78268257,-73.95325647,New York Yoga - Hot Yoga,40.778909508752214,-73.95615953339332,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
119,Noho,40.72325902,-73.98843368,Y7 East Village,40.72186898265034,-73.98508543421315,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
120,Noho,40.72325902,-73.98843368,Woom Center,40.723719426303504,-73.99285769174772,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
121,Civic Center,40.71522892,-74.0054153,Kula Yoga Project,40.71434229015809,-74.00809356840004,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
122,Civic Center,40.71522892,-74.0054153,SKY TING YOGA,40.718124153693154,-74.00305076100503,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
123,Civic Center,40.71522892,-74.0054153,Lyons Den Power Yoga,40.71887195590504,-74.00498876667474,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
124,Midtown South,40.74850966,-73.98871313,Yoga to the People,40.7457778869765,-73.99166961207494,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
125,Sutton Place,40.76028033,-73.96355614,Earth Yoga NYC,40.761270721904225,-73.96204547441614,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
126,Sutton Place,40.76028033,-73.96355614,Yo Yoga! NYC,40.75976134132783,-73.96253231505861,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
127,Tudor City,40.74691741,-73.97121929,mang'Oh yoga,40.74744599731651,-73.97261360843909,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
128,Flatiron,40.73967305,-73.99094711,Bode NYC - Flatiron,40.74127604200947,-73.98998881094505,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
129,Flatiron,40.73967305,-73.99094711,YOGAMAYA New York,40.74169772133005,-73.99572973472985,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
130,Hoboken,40.744851,-74.03294,Surya Yoga Academy,40.74410166707585,-74.02900706503569,Yoga Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio
131,Marble Hill,40.87655078,-73.91065966,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner,Food,Diner,Diner,Diner
132,Chinatown,40.71561842,-73.99427936,Golden Diner,40.71245135327847,-73.99421274662019,Diner,Food,Diner,Diner,Diner
133,Washington Heights,40.85190253,-73.93690028,Vicky's Diner,40.855190319853904,-73.93716531922621,Diner,Food,Diner,Diner,Diner
134,Inwood,40.86768396,-73.92121042,G's Coffee Shop,40.868417923956464,-73.92174351734803,Diner,Food,Diner,Diner,Diner
135,Manhattanville,40.81693443,-73.95738539,Bus Stop Restaurant,40.82021118070754,-73.95538446717724,Diner,Food,Diner,Diner,Diner
136,Upper East Side,40.77563857,-73.96050763,Lexington Candy Shop Luncheonette,40.777503,-73.957213,Diner,Food,Diner,Diner,Diner
137,Yorkville,40.77592985,-73.94711784,Mansion Restaurant,40.7759621,-73.9467767,Diner,Food,Diner,Diner,Diner
138,Yorkville,40.77592985,-73.94711784,Gracie Mews Diner,40.773536883508285,-73.9517811929898,Diner,Food,Diner,Diner,Diner
139,Yorkville,40.77592985,-73.94711784,Green Kitchen,40.776597798373935,-73.9527145781056,Diner,Food,Diner,Diner,Diner
140,Upper West Side,40.787658,-73.97705924,City Diner,40.79104,-73.974789,Diner,Food,Diner,Diner,Diner
141,Clinton,40.75910089,-73.99611936,Westway Diner,40.759463361033475,-73.99181609312694,Diner,Food,Diner,Diner,Diner
142,Murray Hill,40.74830308,-73.97833208,Murray Hill Diner,40.745873578411214,-73.98017187604948,Diner,Food,Diner,Diner,Diner
143,Lower East Side,40.71780675,-73.98089032,Zafi's,40.71486894526149,-73.98289908031894,Diner,Food,Diner,Diner,Diner
144,Gramercy,40.73720983,-73.98137595,Joe Junior,40.734634,-73.985946,Diner,Food,Diner,Diner,Diner
145,Gramercy,40.73720983,-73.98137595,Coopertown Diner,40.73486386658158,-73.97987786131552,Diner,Food,Diner,Diner,Diner
146,Civic Center,40.71522892,-74.0054153,Tribeca's Kitchen,40.7161059809895,-74.00707600945124,Diner,Food,Diner,Diner,Diner
147,Turtle Bay,40.75204237,-73.96770825,John's Coffee Shop,40.75118605756935,-73.97138492480194,Diner,Food,Diner,Diner,Diner
148,Turtle Bay,40.75204237,-73.96770825,Madison Restaurant,40.75579429438177,-73.96489626996798,Diner,Food,Diner,Diner,Diner
149,Tudor City,40.74691741,-73.97121929,John's Coffee Shop,40.75118605756935,-73.97138492480194,Diner,Food,Diner,Diner,Diner
150,Tudor City,40.74691741,-73.97121929,Lucky's Cafe,40.74373785662484,-73.97367288645415,Diner,Food,Diner,Diner,Diner
151,JC07306,40.733751,-74.06582,VIP Diner,40.731242748885755,-74.06768535679036,Diner,Food,Diner,Diner,Diner
152,Marble Hill,40.87655078,-73.91065966,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
153,Marble Hill,40.87655078,-73.91065966,Starbucks,40.87375455421852,-73.9086130534367,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
154,Chinatown,40.71561842,-73.99427936,Little Canal,40.714317,-73.990361,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
155,Chinatown,40.71561842,-73.99427936,Cafe Grumpy,40.71506878269568,-73.98995222774947,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
156,Washington Heights,40.85190253,-73.93690028,Forever Coffee Bar,40.850432533927176,-73.93660674414312,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
157,Washington Heights,40.85190253,-73.93690028,Starbucks,40.85096145,-73.93833015,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
158,Inwood,40.86768396,-73.92121042,Kuro Kirin,40.866223,-73.925691,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
159,Hamilton Heights,40.82360428,-73.94968792,Monkey Cup,40.82569352281918,-73.94723406493277,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
160,Hamilton Heights,40.82360428,-73.94968792,Matto Espresso (Espresso Matto),40.82495765397039,-73.95175921866948,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
161,Hamilton Heights,40.82360428,-73.94968792,Manhattanville Coffee,40.8214960193694,-73.94459457496639,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
162,Hamilton Heights,40.82360428,-73.94968792,Double Dutch Espresso,40.821954,-73.95004300000001,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
163,Manhattanville,40.81693443,-73.95738539,Plowshares Coffee,40.813705,-73.955776,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
164,Manhattanville,40.81693443,-73.95738539,Starbucks,40.81507408334908,-73.95893045497931,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
165,Manhattanville,40.81693443,-73.95738539,Kuro Kuma,40.81389238492917,-73.96002657140916,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
166,Manhattanville,40.81693443,-73.95738539,Dear Mama Coffee,40.817333000000005,-73.95949399999999,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
167,Upper East Side,40.77563857,-73.96050763,Handcraft Coffee,40.773535182666066,-73.95967048748328,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
168,Upper East Side,40.77563857,-73.96050763,Joe the Art of Coffee,40.7720441944042,-73.96080496387016,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
169,Upper East Side,40.77563857,-73.96050763,Starbucks Reserve,40.77984961470853,-73.95958442027471,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
170,Upper East Side,40.77563857,-73.96050763,Starbucks,40.77354345900875,-73.95983582452726,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
171,Upper East Side,40.77563857,-73.96050763,Nespresso,40.773179395787686,-73.96440565021449,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
172,Upper East Side,40.77563857,-73.96050763,787 Coffee,40.774460999999995,-73.955438,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
173,Yorkville,40.77592985,-73.94711784,Stella & Fly,40.77846380035535,-73.94828205986073,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
174,Yorkville,40.77592985,-73.94711784,Yorkafe,40.77385309632133,-73.94825970204657,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
175,Yorkville,40.77592985,-73.94711784,Cafe Jax,40.7761234,-73.951838,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
176,Yorkville,40.77592985,-73.94711784,Mellow Yellow - coffee & vibes,40.77920486239496,-73.94770099915984,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
177,Yorkville,40.77592985,-73.94711784,Oren's Daily Roast,40.77426112970503,-73.95139412608984,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
178,Yorkville,40.77592985,-73.94711784,Starbucks,40.772356,-73.949984,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
179,Lenox Hill,40.76811266,-73.95885969,Gotham Coffee House,40.766417653227954,-73.96021931346488,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
180,Lenox Hill,40.76811266,-73.95885969,Oren's Daily Roast,40.769755718510254,-73.96266688394745,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
181,Lenox Hill,40.76811266,-73.95885969,The Coffee Inn,40.766767,-73.956515,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
182,Lenox Hill,40.76811266,-73.95885969,Oslo Coffee Roasters,40.76936362699397,-73.95359768642824,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
183,Lenox Hill,40.76811266,-73.95885969,Gregorys Coffee,40.76565,-73.95779,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
184,Lenox Hill,40.76811266,-73.95885969,Joe the Art of Coffee,40.7720441944042,-73.96080496387016,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
185,Lenox Hill,40.76811266,-73.95885969,Champion Coffee,40.766303954326936,-73.96232329085093,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
186,Roosevelt Island,40.76215961,-73.94916769,Starbucks,40.75935954636262,-73.95315311551423,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
187,Upper West Side,40.787658,-73.97705924,Joe Coffee Company,40.78576794628144,-73.97297822944773,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
188,Upper West Side,40.787658,-73.97705924,Chalait,40.78511509480018,-73.9768684721827,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
189,Upper West Side,40.787658,-73.97705924,Irving Farm Coffee Roasters,40.78358219999489,-73.97936938995414,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
190,Lincoln Square,40.77352889,-73.98533777,Joe: The Art of Coffee,40.7749910102078,-73.9802755128801,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
191,Lincoln Square,40.77352889,-73.98533777,Starbucks,40.772881326005155,-73.98966642591233,Coffee Shop,Food,Coffee Shop,Coffee Shop,Coffee Shop
